id,section,domain,keywords,language,title,speaker,channel,format,durationMinutes,url,platform,viewCount,sourceTier,recommendation,status,collectedOn,notes,videoId,focusArea,publishedAt,subtitleLanguages,subtitleTracks,subtitlesVerified,subtitleVerificationScope,metadataVerifiedVia,metadataVerificationStatus,lastVerifiedAt,lastVerificationAttemptAt,metadataVerificationError,publishedAtVerified
ST-146,Course,Natural Language Processing / Transformers,Large Language Models; Natural Language Processing; AI Education,English,Hugging Face Course Workshops: Question Answering,Hugging Face course team,Hugging Face,Course Lecture,56,https://www.youtube.com/watch?v=Ihgk8kGLpIE,YouTube,15786,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,Ihgk8kGLpIE,Other,2021-12-11,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-147,Course,Neural Network Foundations,Large Language Models,English,[1hr Talk] Intro to Large Language Models,Andrej Karpathy,Andrej Karpathy,Specialized Course,60,https://www.youtube.com/watch?v=zjkBMFhNj_g,YouTube,3958658,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,zjkBMFhNj_g,Other,2023-11-23,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-148,Course,Deep Learning Foundations,Deep Learning Foundations,English,DL1: 5. Convolutional Neural Networks,Yuki Asano course team,Yuki Asano,Specialized Course,115,https://www.youtube.com/watch?v=s85lkNvIJo8,YouTube,992,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,s85lkNvIJo8,Other,2023-02-14,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-149,Course,Neural Network Foundations,Large Language Models,English,The spelled-out intro to language modeling: building makemore,Andrej Karpathy,Andrej Karpathy,Specialized Course,118,https://www.youtube.com/watch?v=PaCmpygFfXo,YouTube,1234566,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,PaCmpygFfXo,Other,2022-09-07,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-150,Course,Natural Language Processing / Transformers,Large Language Models; Natural Language Processing; AI Education,English,[Webinar] How to add machine learning capabilities with just a few lines of code,Hugging Face course team,Hugging Face,Specialized Course,37,https://www.youtube.com/watch?v=p055U0dnEos,YouTube,892,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,p055U0dnEos,Other,2021-09-14,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-151,Talk,AI Systems / Accelerated Computing,AI Systems / MLOps,English,GTC March 2024 Keynote with NVIDIA CEO Jensen Huang,NVIDIA CEO Jensen Huang,NVIDIA,Conference Keynote,123,https://www.youtube.com/watch?v=Y2F8yisiS6E,YouTube,27386722,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,Y2F8yisiS6E,Other,2024-03-18,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-152,Talk,AI Systems / Accelerated Computing,AI Systems / MLOps,English,NVIDIA CEO Jensen Huang Keynote at CES 2025,To be added,NVIDIA,Conference Keynote,92,https://www.youtube.com/watch?v=k82RwXqZHY8,YouTube,8471399,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,k82RwXqZHY8,Other,2025-01-07,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-153,Talk,AI Systems / Accelerated Computing,Graph Machine Learning; AI Systems / MLOps,English,NVIDIA Keynote Live at SIGGRAPH 2026,To be added,NVIDIA,Conference Keynote,60,https://www.youtube.com/watch?v=vXDetI2TUWw,YouTube,7396676,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,vXDetI2TUWw,Other,2026-07-20,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-154,Talk,AI Systems / Accelerated Computing,AI Systems / MLOps,English,NVIDIA CEO Jensen Huang Live GTC Paris Keynote at VivaTech 2025,To be added,NVIDIA,Conference Keynote,97,https://www.youtube.com/watch?v=X9cHONwKkn4,YouTube,7229826,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,X9cHONwKkn4,Other,2025-06-11,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-155,Talk,AI Systems / Accelerated Computing,AI Systems / MLOps,English,NVIDIA Executive Keynote for Enterprise AI at COMPUTEX 2021,To be added,NVIDIA,Conference Keynote,27,https://www.youtube.com/watch?v=Lp4eyWKstBs,YouTube,846652,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,Lp4eyWKstBs,Other,2021-06-01,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-156,Talk,Robotics / Embodied AI,Robotics / Embodied AI,English,Stanford Robotics Seminar ENGR319 | Winter 2025 | Embodied Intelligence,To be added,Stanford Online,Research Seminar,67,https://www.youtube.com/watch?v=wfJpKjMwXpg,YouTube,29503,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,wfJpKjMwXpg,Robotics,2026-07-22,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-157,Talk,AI Research Frontiers,AI Education,English,Keynote Talk: Model Based Machine Learning,To be added,Microsoft Research,Conference Keynote,68,https://www.youtube.com/watch?v=8a7wBLg5Q8U,YouTube,17413,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,8a7wBLg5Q8U,Other,2018-02-26,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-158,Talk,Graph Machine Learning,Graph Machine Learning; AI Education,English,Stanford CS224W: Machine Learning with Graphs | 2021 | Lecture 7.2 - A Single Layer of a GNN,Graphs,Stanford Online,Public Lecture,40,https://www.youtube.com/watch?v=247Mkqj_wRM,YouTube,67437,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,247Mkqj_wRM,Other,2021-05-04,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-159,Talk,AI Research Frontiers,AI Research Frontiers,English,MSR Distinguished Lecture Series: First-person Perception and Interaction,To be added,Microsoft Research,Public Lecture,69,https://www.youtube.com/watch?v=e3FThz9jjOI,YouTube,766,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,e3FThz9jjOI,Other,2020-05-26,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-160,Talk,AI Research Frontiers,AI Research Frontiers,English,Opening Keynote: Machines (that learn) to See,To be added,Microsoft Research,Conference Keynote,57,https://www.youtube.com/watch?v=extVGbnPFMc,YouTube,133,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,extVGbnPFMc,Other,2016-08-08,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-161,Talk,Graph Machine Learning,Graph Machine Learning,English,An Introduction to Graph Neural Networks: Models and Applications,An Introduction to Graph Neural Networks,Microsoft Research,Research Talk,59,https://www.youtube.com/watch?v=zCEYiCxrL_0,YouTube,360096,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,zCEYiCxrL_0,Other,2020-05-08,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-162,Talk,Foundation Models / AI Frontiers,Foundation Models / World Models,English,Understanding the inner thoughts of AI,To be added,Google DeepMind,Research Talk,53,https://www.youtube.com/watch?v=1DtMiRKg-cs,YouTube,196953,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,1DtMiRKg-cs,World Model,2026-07-10,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-163,Talk,Large-Model Systems,Large Language Models; AI Systems / MLOps; Agents,English,Stanford Webinar - Agentic AI: A Progression of Language Model Usage,To be added,Stanford Online,Research Talk,57,https://www.youtube.com/watch?v=kJLiOGle3Lw,YouTube,669854,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,kJLiOGle3Lw,Agent,2025-02-05,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-164,Talk,AI Research Frontiers,AI Research Frontiers,English,Microsoft Research: turning ideas into reality for 15 years - Keynote and Demos,Microsoft Research,Microsoft Research,Conference Keynote,55,https://www.youtube.com/watch?v=3D0HcNiJowE,YouTube,15,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,3D0HcNiJowE,Other,2016-09-07,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-165,Talk,Large-Model Systems,Large Language Models; AI Systems / MLOps,English,"Stanford CS25: V5 I Large Language Model Reasoning, Denny Zhou of Google Deepmind",To be added,Stanford Online,Research Talk,66,https://www.youtube.com/watch?v=ebnX5Ur1hBk,YouTube,87732,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,ebnX5Ur1hBk,Other,2025-05-21,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-166,Talk,Foundation Models / AI Frontiers,Foundation Models / World Models,English,Is human data enough? | David Silver,To be added,Google DeepMind,Research Talk,50,https://www.youtube.com/watch?v=zzXyPGEtseI,YouTube,452549,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,zzXyPGEtseI,World Model,2025-04-10,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-167,Talk,AI Systems / Infrastructure,AI Systems / MLOps,English,Stanford MLSys Seminar Episode 5: Chip Huyen,To be added,Stanford MLSys Seminars,Research Seminar,67,https://www.youtube.com/watch?v=c_AUuTuPA5k,YouTube,69674,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,c_AUuTuPA5k,Other,2020-11-13,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-168,Talk,Robotics / Embodied AI,Robotics / Embodied AI; Foundation Models / World Models,English,Stanford CS25: V3 I Low-level Embodied Intelligence w/ Foundation Models,To be added,Stanford Online,Research Talk,78,https://www.youtube.com/watch?v=fz8wf9hN20c,YouTube,16352,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,fz8wf9hN20c,World Model,2023-12-08,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-169,Talk,AI Research Frontiers,Multimodal Learning,English,"Deep Attention Mechanism for Multimodal Intelligence: Perception, Reasoning, & Expression",Deep Attention Mechanism for Multimodal Intelligence,Microsoft Research,Research Talk,79,https://www.youtube.com/watch?v=YYKpS-Y75LY,YouTube,2714,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,YYKpS-Y75LY,Other,2018-03-12,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-170,Talk,AI and Society,AI and Society,English,HAI Seminar with Nestor Maslej: Presenting the 2025 AI Index Report,Nestor Maslej: Presenting the 2025 AI Index Report,Stanford HAI,Research Seminar,74,https://www.youtube.com/watch?v=D03EJhztsHQ,YouTube,20759,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,D03EJhztsHQ,Other,2025-05-09,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-171,Talk,AI Research Frontiers,AI Research Frontiers,English,AI for Eye Care: A fireside chat on AI in clinical workflows,Diabetic retinopathy,Google Research,Research Talk,22,https://www.youtube.com/watch?v=UwyRYSQ5CGU,YouTube,4432,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,UwyRYSQ5CGU,Other,2024-09-03,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-172,Talk,Computer Vision,Computer Vision,English,"[CVPR'21 WAD] Keynote - Adrien Gaidon, Toyota Technological Institute",To be added,WAD at CVPR,Conference Keynote,23,https://www.youtube.com/watch?v=YO5fnaRm5L0,YouTube,3032,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,YO5fnaRm5L0,Vision,2021-06-22,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-173,Talk,Robotics / Embodied AI,Robotics / Embodied AI; Foundation Models / World Models; AI Education,English,EI Seminar - Jason Ma - Recent Progress on Foundation Model Supervision for Robot Learning,To be added,MIT Embodied Intelligence,Research Seminar,53,https://www.youtube.com/watch?v=JfZYtpEisoM,YouTube,4797,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,JfZYtpEisoM,World Model,2024-11-19,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
